term,mean,ci_low,ci_high,pd,rope_perc,rate_ratio_mean,rate_ratio_ci_l,rate_ratio_ci_h
dominanttree1Robinia:dominanttree2Alnus:dominanttree3Rubus,-0.012,-3.971,4.004,0.501,0.039,0.988,0.019,54.797
dominanttree1Robinia:dominanttree2Alnus:dominanttree3Sambucus,-0.02,-3.946,3.914,0.501,0.037,0.981,0.019,50.111
dominanttree1Robinia:dominanttree2Betula,0,-3.949,3.963,0.5,0.041,1,0.019,52.617
dominanttree1Robinia:dominanttree2Betula:dominanttree3Acer,0.01,-3.88,3.864,0.501,0.04,1.01,0.021,47.638
dominanttree1Robinia:dominanttree2Betula:dominanttree3Betula,-0.013,-3.932,3.94,0.502,0.038,0.987,0.02,51.413
dominanttree1Robinia:dominanttree2Betula:dominanttree3Eucalyptus,-0.018,-3.899,3.84,0.504,0.042,0.983,0.02,46.524
dominanttree1Robinia:dominanttree2Betula:dominanttree3Fagus,0.012,-3.91,3.989,0.503,0.04,1.012,0.02,53.988
dominanttree1Robinia:dominanttree2Betula:dominanttree3Ilex,-0.007,-3.868,3.917,0.505,0.041,0.993,0.021,50.233
dominanttree1Robinia:dominanttree2Betula:dominanttree3Pinus,-0.017,-3.859,3.804,0.502,0.04,0.983,0.021,44.866
dominanttree1Robinia:dominanttree2Betula:dominanttree3Quercus,0.006,-3.87,3.807,0.504,0.042,1.006,0.021,44.999
dominanttree1Robinia:dominanttree2Betula:dominanttree3Rubus,-0.006,-4.025,3.971,0.501,0.037,0.994,0.018,53.026
dominanttree1Robinia:dominanttree2Betula:dominanttree3Sambucus,0.026,-3.89,3.991,0.505,0.039,1.027,0.02,54.129
dominanttree1Robinia:dominanttree2Cedrus,0.017,-3.87,3.9,0.501,0.041,1.017,0.021,49.394
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Acer,0.011,-3.958,4.008,0.502,0.04,1.011,0.019,55.061
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Betula,-0.008,-3.865,3.95,0.5,0.039,0.992,0.021,51.934
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Eucalyptus,-0.016,-4.059,3.98,0.502,0.038,0.984,0.017,53.495
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Fagus,0.021,-3.964,3.89,0.507,0.042,1.021,0.019,48.921
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Ilex,0.013,-4.074,3.986,0.502,0.039,1.013,0.017,53.853
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Pinus,0.001,-3.941,3.979,0.501,0.042,1.001,0.019,53.484
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Quercus,0.008,-3.883,3.87,0.5,0.038,1.008,0.021,47.948
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Rubus,0.001,-3.993,4.082,0.503,0.037,1.001,0.018,59.245
dominanttree1Robinia:dominanttree2Cedrus:dominanttree3Sambucus,0.011,-3.935,3.966,0.502,0.041,1.011,0.02,52.783
dominanttree1Robinia:dominanttree2Crataegus,-0.008,-3.845,3.929,0.504,0.038,0.992,0.021,50.847
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Acer,0,-4.002,4.041,0.501,0.043,1,0.018,56.904
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Betula,0.01,-3.913,3.864,0.507,0.04,1.01,0.02,47.677
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Eucalyptus,0.002,-3.877,3.921,0.502,0.039,1.002,0.021,50.434
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Fagus,-0.025,-4.069,3.967,0.504,0.037,0.975,0.017,52.845
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Ilex,0.005,-3.886,3.909,0.502,0.042,1.005,0.021,49.856
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Pinus,0,-3.942,3.834,0.502,0.041,1,0.019,46.24
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Quercus,-0.009,-3.907,3.818,0.502,0.043,0.991,0.02,45.519
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Rubus,0.015,-3.9,3.931,0.504,0.042,1.015,0.02,50.972
dominanttree1Robinia:dominanttree2Crataegus:dominanttree3Sambucus,-0.01,-3.877,3.843,0.503,0.04,0.99,0.021,46.645
dominanttree1Robinia:dominanttree2Fagus,0.002,-3.907,3.934,0.505,0.04,1.002,0.02,51.117
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Acer,0.006,-3.921,3.965,0.506,0.037,1.006,0.02,52.729
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Betula,0.021,-3.913,3.983,0.505,0.042,1.021,0.02,53.693
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Eucalyptus,-0.012,-4.005,3.967,0.505,0.042,0.988,0.018,52.843
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Fagus,-0.01,-3.852,3.889,0.503,0.038,0.99,0.021,48.852
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Ilex,0.001,-3.845,3.821,0.501,0.038,1.001,0.021,45.67
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Pinus,-0.018,-3.949,3.969,0.503,0.039,0.982,0.019,52.944
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Quercus,0.016,-3.761,3.831,0.501,0.04,1.016,0.023,46.092
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Rubus,-0.012,-3.928,3.902,0.501,0.041,0.988,0.02,49.48
dominanttree1Robinia:dominanttree2Fagus:dominanttree3Sambucus,-0.003,-3.905,3.848,0.501,0.039,0.997,0.02,46.899
dominanttree1Robinia:dominanttree2Fraxinus,-0.006,-3.953,3.948,0.502,0.044,0.994,0.019,51.832
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Acer,0,-3.99,3.956,0.502,0.037,1,0.019,52.236
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Betula,-0.013,-3.994,4.002,0.502,0.042,0.987,0.018,54.725
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Eucalyptus,-0.005,-4.015,4.029,0.5,0.036,0.995,0.018,56.231
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Fagus,-0.009,-3.927,3.887,0.506,0.038,0.991,0.02,48.757
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Ilex,0.014,-3.936,3.981,0.5,0.038,1.014,0.02,53.552
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Pinus,0.01,-3.939,3.913,0.503,0.039,1.01,0.019,50.07
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Quercus,-0.011,-3.96,3.876,0.505,0.039,0.989,0.019,48.251
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Rubus,0,-3.938,3.953,0.501,0.037,1,0.019,52.102
dominanttree1Robinia:dominanttree2Fraxinus:dominanttree3Sambucus,0.007,-3.937,3.947,0.504,0.038,1.007,0.019,51.757
dominanttree1Robinia:dominanttree2Picea,0.016,-3.919,3.999,0.504,0.039,1.016,0.02,54.532
dominanttree1Robinia:dominanttree2Picea:dominanttree3Acer,0,-3.968,3.966,0.502,0.04,1,0.019,52.786
dominanttree1Robinia:dominanttree2Picea:dominanttree3Betula,0.011,-3.957,4.022,0.502,0.041,1.011,0.019,55.798
dominanttree1Robinia:dominanttree2Picea:dominanttree3Eucalyptus,0.002,-3.973,3.985,0.504,0.042,1.002,0.019,53.77
dominanttree1Robinia:dominanttree2Picea:dominanttree3Fagus,-0.021,-3.923,3.901,0.507,0.038,0.98,0.02,49.473
dominanttree1Robinia:dominanttree2Picea:dominanttree3Ilex,0.006,-3.965,3.9,0.502,0.046,1.006,0.019,49.38
dominanttree1Robinia:dominanttree2Picea:dominanttree3Pinus,-0.004,-3.9,3.895,0.505,0.039,0.996,0.02,49.16
dominanttree1Robinia:dominanttree2Picea:dominanttree3Quercus,0.005,-3.964,3.927,0.503,0.038,1.005,0.019,50.764
dominanttree1Robinia:dominanttree2Picea:dominanttree3Rubus,0.012,-3.954,3.856,0.504,0.041,1.012,0.019,47.299
dominanttree1Robinia:dominanttree2Picea:dominanttree3Sambucus,-0.003,-3.944,3.888,0.501,0.039,0.997,0.019,48.836
dominanttree1Robinia:dominanttree2Pinus,0.005,-3.8,3.888,0.501,0.039,1.005,0.022,48.82
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Acer,-0.008,-3.907,3.898,0.501,0.04,0.992,0.02,49.283
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Betula,0.001,-3.938,3.954,0.501,0.037,1.001,0.019,52.142
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Eucalyptus,0.004,-3.978,4.021,0.501,0.038,1.004,0.019,55.747
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Fagus,0.016,-3.967,4.001,0.503,0.036,1.016,0.019,54.65
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Ilex,-0.001,-3.901,3.935,0.502,0.039,0.999,0.02,51.149
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Pinus,-0.006,-3.926,3.989,0.504,0.043,0.994,0.02,54.005
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Quercus,-0.007,-3.867,3.895,0.5,0.04,0.993,0.021,49.173
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Rubus,-0.018,-3.906,3.924,0.502,0.037,0.982,0.02,50.628
dominanttree1Robinia:dominanttree2Pinus:dominanttree3Sambucus,-0.009,-3.874,3.803,0.503,0.038,0.991,0.021,44.818
dominanttree1Robinia:dominanttree2Prunus,-0.001,-4.03,3.913,0.5,0.039,0.999,0.018,50.046
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Acer,-0.019,-4.013,4.03,0.505,0.039,0.982,0.018,56.256
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Betula,-0.016,-3.982,3.937,0.502,0.038,0.984,0.019,51.263
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Eucalyptus,-0.007,-3.932,3.893,0.503,0.042,0.993,0.02,49.047
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Fagus,0.013,-3.996,3.975,0.504,0.04,1.013,0.018,53.226
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Ilex,0.001,-3.921,3.856,0.504,0.039,1.001,0.02,47.278
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Pinus,-0.011,-3.944,3.886,0.502,0.038,0.989,0.019,48.728
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Quercus,-0.009,-3.922,3.896,0.502,0.041,0.991,0.02,49.193
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Rubus,-0.02,-4.027,3.961,0.503,0.044,0.98,0.018,52.495
dominanttree1Robinia:dominanttree2Prunus:dominanttree3Sambucus,0.006,-3.831,3.88,0.501,0.039,1.006,0.022,48.408
dominanttree1Robinia:dominanttree2Quercus,-0.166,-3.736,3.465,0.539,0.044,0.847,0.024,31.984
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Acer,0.007,-4.015,3.99,0.5,0.041,1.007,0.018,54.07
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Betula,-0.014,-3.935,3.884,0.501,0.043,0.986,0.02,48.619
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Eucalyptus,0.017,-3.913,3.844,0.504,0.036,1.017,0.02,46.717
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Fagus,0.02,-3.927,4.032,0.505,0.039,1.02,0.02,56.359
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Ilex,0.004,-3.924,3.974,0.503,0.039,1.004,0.02,53.18
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Pinus,0.015,-3.807,3.884,0.501,0.038,1.015,0.022,48.627
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Quercus,-0.173,-3.719,3.349,0.537,0.044,0.841,0.024,28.472
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Rubus,0.008,-3.839,3.864,0.502,0.038,1.008,0.022,47.67
dominanttree1Robinia:dominanttree2Quercus:dominanttree3Sambucus,-0.02,-3.945,3.886,0.502,0.04,0.98,0.019,48.725
dominanttree1Robinia:dominanttree3Acer,0.004,-3.935,3.885,0.503,0.038,1.004,0.02,48.662
dominanttree1Robinia:dominanttree3Betula,0.005,-3.886,3.921,0.501,0.042,1.005,0.021,50.447
dominanttree1Robinia:dominanttree3Eucalyptus,0.011,-3.937,3.932,0.501,0.039,1.011,0.02,51.02
dominanttree1Robinia:dominanttree3Fagus,0.002,-3.813,3.881,0.502,0.041,1.002,0.022,48.471
dominanttree1Robinia:dominanttree3Ilex,-0.014,-3.924,3.945,0.504,0.039,0.986,0.02,51.669
dominanttree1Robinia:dominanttree3Pinus,0.009,-3.789,3.842,0.503,0.043,1.009,0.023,46.612
dominanttree1Robinia:dominanttree3Quercus,-0.163,-3.809,3.466,0.539,0.043,0.85,0.022,32.003
dominanttree1Robinia:dominanttree3Rubus,0,-3.905,3.919,0.5,0.039,1,0.02,50.368
dominanttree1Robinia:dominanttree3Sambucus,0.009,-3.91,3.957,0.501,0.042,1.009,0.02,52.322
dominanttree1Salix,2.925,0.437,5.372,0.989,0,18.633,1.548,215.213
dominanttree1Salix:dominanttree2Acer,0.001,-3.885,3.85,0.501,0.041,1.001,0.021,46.993
dominanttree1Salix:dominanttree2Acer:dominanttree3Acer,0.006,-3.831,3.953,0.501,0.041,1.006,0.022,52.066
dominanttree1Salix:dominanttree2Acer:dominanttree3Betula,0.011,-3.895,3.869,0.503,0.038,1.011,0.02,47.913
dominanttree1Salix:dominanttree2Acer:dominanttree3Eucalyptus,-0.004,-3.895,3.861,0.503,0.039,0.996,0.02,47.525
dominanttree1Salix:dominanttree2Acer:dominanttree3Fagus,-0.003,-3.925,3.959,0.502,0.038,0.997,0.02,52.411
dominanttree1Salix:dominanttree2Acer:dominanttree3Ilex,0.012,-3.847,3.887,0.5,0.042,1.012,0.021,48.775
dominanttree1Salix:dominanttree2Acer:dominanttree3Pinus,-0.001,-3.879,3.842,0.501,0.041,0.999,0.021,46.615
dominanttree1Salix:dominanttree2Acer:dominanttree3Quercus,-0.004,-3.932,3.977,0.501,0.044,0.996,0.02,53.346
dominanttree1Salix:dominanttree2Acer:dominanttree3Rubus,0.004,-3.879,3.89,0.501,0.042,1.004,0.021,48.89
dominanttree1Salix:dominanttree2Acer:dominanttree3Sambucus,0.011,-3.907,3.926,0.5,0.043,1.011,0.02,50.679
dominanttree1Salix:dominanttree2Alnus,0.309,-2.922,3.58,0.57,0.05,1.362,0.054,35.874
dominanttree1Salix:dominanttree2Alnus:dominanttree3Acer,0.003,-3.923,3.913,0.505,0.04,1.003,0.02,50.042
dominanttree1Salix:dominanttree2Alnus:dominanttree3Betula,-0.007,-3.892,3.929,0.504,0.038,0.993,0.02,50.864
dominanttree1Salix:dominanttree2Alnus:dominanttree3Eucalyptus,0.004,-3.873,3.954,0.505,0.04,1.004,0.021,52.142
dominanttree1Salix:dominanttree2Alnus:dominanttree3Fagus,0.001,-3.89,3.836,0.504,0.039,1.001,0.02,46.362
dominanttree1Salix:dominanttree2Alnus:dominanttree3Ilex,-0.002,-3.932,3.875,0.501,0.043,0.998,0.02,48.165
dominanttree1Salix:dominanttree2Alnus:dominanttree3Pinus,-0.193,-3.714,3.367,0.541,0.043,0.825,0.024,29.004
dominanttree1Salix:dominanttree2Alnus:dominanttree3Quercus,0,-3.97,4.001,0.5,0.039,1,0.019,54.678
dominanttree1Salix:dominanttree2Alnus:dominanttree3Rubus,-0.024,-3.886,3.909,0.507,0.04,0.976,0.021,49.859
dominanttree1Salix:dominanttree2Alnus:dominanttree3Sambucus,0.009,-3.886,3.954,0.504,0.041,1.009,0.021,52.162
dominanttree1Salix:dominanttree2Betula,0.004,-4.032,4.023,0.503,0.04,1.004,0.018,55.867
dominanttree1Salix:dominanttree2Betula:dominanttree3Acer,-0.007,-4.009,4.044,0.503,0.037,0.993,0.018,57.041
dominanttree1Salix:dominanttree2Betula:dominanttree3Betula,0.001,-3.898,3.903,0.501,0.04,1.001,0.02,49.561
dominanttree1Salix:dominanttree2Betula:dominanttree3Eucalyptus,0.006,-3.832,3.833,0.501,0.038,1.006,0.022,46.22
dominanttree1Salix:dominanttree2Betula:dominanttree3Fagus,0.002,-3.896,3.925,0.502,0.038,1.002,0.02,50.665
dominanttree1Salix:dominanttree2Betula:dominanttree3Ilex,-0.002,-3.827,3.789,0.502,0.04,0.998,0.022,44.23
dominanttree1Salix:dominanttree2Betula:dominanttree3Pinus,0.016,-3.804,3.821,0.503,0.04,1.016,0.022,45.629
dominanttree1Salix:dominanttree2Betula:dominanttree3Quercus,0.003,-3.875,3.86,0.502,0.037,1.003,0.021,47.481
dominanttree1Salix:dominanttree2Betula:dominanttree3Rubus,-0.006,-3.91,3.88,0.502,0.038,0.994,0.02,48.408
dominanttree1Salix:dominanttree2Betula:dominanttree3Sambucus,0.009,-4.024,3.936,0.506,0.039,1.009,0.018,51.203
dominanttree1Salix:dominanttree2Cedrus,0.002,-3.951,4.015,0.503,0.039,1.002,0.019,55.44
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Acer,-0.018,-3.971,3.848,0.505,0.04,0.982,0.019,46.898
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Betula,0.018,-4.022,4.044,0.507,0.039,1.019,0.018,57.038
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Eucalyptus,0.004,-3.904,3.899,0.501,0.037,1.004,0.02,49.373
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Fagus,0.004,-3.891,3.933,0.501,0.041,1.004,0.02,51.06
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Ilex,-0.006,-3.884,3.955,0.503,0.045,0.994,0.021,52.17
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Pinus,0.011,-3.921,3.885,0.503,0.038,1.011,0.02,48.643
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Quercus,0.008,-3.849,3.855,0.501,0.043,1.008,0.021,47.25
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Rubus,0,-3.869,3.786,0.503,0.04,1,0.021,44.096
dominanttree1Salix:dominanttree2Cedrus:dominanttree3Sambucus,-0.001,-4.004,3.957,0.5,0.041,0.999,0.018,52.29
dominanttree1Salix:dominanttree2Crataegus,-0.003,-4.027,3.993,0.502,0.043,0.997,0.018,54.229
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Acer,-0.002,-3.974,3.976,0.503,0.04,0.998,0.019,53.323
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Betula,-0.005,-3.91,3.957,0.503,0.037,0.995,0.02,52.323
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Eucalyptus,-0.019,-4.029,4.023,0.504,0.04,0.981,0.018,55.861
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Fagus,0.03,-3.968,4.03,0.505,0.038,1.03,0.019,56.248
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Ilex,-0.006,-3.89,3.918,0.5,0.039,0.994,0.02,50.302
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Pinus,-0.004,-3.988,4.01,0.501,0.038,0.996,0.019,55.122
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Quercus,0.015,-3.92,4.069,0.5,0.039,1.015,0.02,58.491
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Rubus,0.008,-3.918,3.879,0.501,0.038,1.008,0.02,48.392
dominanttree1Salix:dominanttree2Crataegus:dominanttree3Sambucus,0.011,-3.864,3.948,0.502,0.04,1.011,0.021,51.806
dominanttree1Salix:dominanttree2Fagus,0.004,-3.8,3.903,0.502,0.04,1.004,0.022,49.556
dominanttree1Salix:dominanttree2Fagus:dominanttree3Acer,-0.005,-3.888,3.926,0.5,0.038,0.995,0.02,50.695
dominanttree1Salix:dominanttree2Fagus:dominanttree3Betula,0.001,-3.947,3.989,0.501,0.036,1.001,0.019,53.978
dominanttree1Salix:dominanttree2Fagus:dominanttree3Eucalyptus,0.015,-3.847,3.917,0.502,0.042,1.015,0.021,50.258
dominanttree1Salix:dominanttree2Fagus:dominanttree3Fagus,0.016,-3.848,3.987,0.502,0.041,1.016,0.021,53.894
dominanttree1Salix:dominanttree2Fagus:dominanttree3Ilex,-0.005,-3.899,3.883,0.502,0.039,0.995,0.02,48.581
dominanttree1Salix:dominanttree2Fagus:dominanttree3Pinus,0.028,-3.853,3.919,0.501,0.042,1.028,0.021,50.349
dominanttree1Salix:dominanttree2Fagus:dominanttree3Quercus,-0.022,-3.977,3.912,0.506,0.041,0.978,0.019,50.024
dominanttree1Salix:dominanttree2Fagus:dominanttree3Rubus,0,-3.901,3.926,0.5,0.039,1,0.02,50.716
dominanttree1Salix:dominanttree2Fagus:dominanttree3Sambucus,-0.008,-3.956,3.965,0.501,0.042,0.992,0.019,52.727
dominanttree1Salix:dominanttree2Fraxinus,-0.001,-3.916,3.903,0.504,0.042,0.999,0.02,49.557
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Acer,-0.017,-3.979,3.921,0.503,0.038,0.983,0.019,50.439
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Betula,0.027,-3.866,3.821,0.504,0.038,1.027,0.021,45.63
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Eucalyptus,-0.01,-3.979,4.063,0.504,0.04,0.99,0.019,58.121
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Fagus,0.005,-3.919,3.953,0.504,0.041,1.005,0.02,52.102
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Ilex,0.015,-3.901,3.953,0.502,0.038,1.015,0.02,52.086
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Pinus,-0.008,-3.978,3.979,0.503,0.04,0.992,0.019,53.445
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Quercus,0.004,-3.904,3.861,0.501,0.037,1.004,0.02,47.5
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Rubus,0.009,-3.826,3.831,0.503,0.039,1.009,0.022,46.131
dominanttree1Salix:dominanttree2Fraxinus:dominanttree3Sambucus,0.012,-3.831,3.881,0.502,0.04,1.012,0.022,48.457
dominanttree1Salix:dominanttree2Picea,-0.004,-3.91,3.933,0.5,0.039,0.996,0.02,51.045
dominanttree1Salix:dominanttree2Picea:dominanttree3Acer,-0.001,-3.902,3.97,0.502,0.038,0.999,0.02,53.005
dominanttree1Salix:dominanttree2Picea:dominanttree3Betula,-0.018,-3.85,3.787,0.501,0.042,0.982,0.021,44.124
dominanttree1Salix:dominanttree2Picea:dominanttree3Eucalyptus,-0.002,-3.989,3.98,0.501,0.044,0.998,0.019,53.5
dominanttree1Salix:dominanttree2Picea:dominanttree3Fagus,0.005,-3.896,3.938,0.501,0.042,1.005,0.02,51.341
dominanttree1Salix:dominanttree2Picea:dominanttree3Ilex,-0.001,-3.861,3.824,0.502,0.042,0.999,0.021,45.804
dominanttree1Salix:dominanttree2Picea:dominanttree3Pinus,-0.006,-4.058,4.008,0.501,0.044,0.994,0.017,55.013
dominanttree1Salix:dominanttree2Picea:dominanttree3Quercus,0.016,-4.001,3.914,0.507,0.039,1.016,0.018,50.118
dominanttree1Salix:dominanttree2Picea:dominanttree3Rubus,-0.027,-4.011,3.93,0.501,0.042,0.974,0.018,50.899
dominanttree1Salix:dominanttree2Picea:dominanttree3Sambucus,-0.001,-4.015,3.907,0.502,0.039,0.999,0.018,49.77
dominanttree1Salix:dominanttree2Pinus,-0.005,-3.951,3.889,0.5,0.039,0.995,0.019,48.866
dominanttree1Salix:dominanttree2Pinus:dominanttree3Acer,0.01,-3.869,3.915,0.501,0.04,1.01,0.021,50.138
dominanttree1Salix:dominanttree2Pinus:dominanttree3Betula,-0.002,-3.905,3.958,0.501,0.042,0.998,0.02,52.353
dominanttree1Salix:dominanttree2Pinus:dominanttree3Eucalyptus,0.001,-3.912,3.916,0.501,0.037,1.001,0.02,50.209
dominanttree1Salix:dominanttree2Pinus:dominanttree3Fagus,0.015,-3.938,3.931,0.504,0.035,1.015,0.019,50.959
dominanttree1Salix:dominanttree2Pinus:dominanttree3Ilex,0.008,-3.915,3.921,0.502,0.039,1.008,0.02,50.435
dominanttree1Salix:dominanttree2Pinus:dominanttree3Pinus,0.006,-3.961,3.977,0.502,0.04,1.006,0.019,53.337
dominanttree1Salix:dominanttree2Pinus:dominanttree3Quercus,0.001,-3.96,3.936,0.502,0.041,1.001,0.019,51.194
dominanttree1Salix:dominanttree2Pinus:dominanttree3Rubus,-0.005,-3.863,3.887,0.501,0.044,0.995,0.021,48.746
dominanttree1Salix:dominanttree2Pinus:dominanttree3Sambucus,0.009,-3.913,3.951,0.5,0.039,1.009,0.02,52.004
dominanttree1Salix:dominanttree2Prunus,0.015,-4.019,4.069,0.503,0.038,1.015,0.018,58.473
dominanttree1Salix:dominanttree2Prunus:dominanttree3Acer,-0.019,-3.996,3.929,0.504,0.038,0.981,0.018,50.838
dominanttree1Salix:dominanttree2Prunus:dominanttree3Betula,0.016,-3.948,3.935,0.504,0.039,1.016,0.019,51.168
dominanttree1Salix:dominanttree2Prunus:dominanttree3Eucalyptus,0.003,-3.834,3.818,0.503,0.043,1.003,0.022,45.494
dominanttree1Salix:dominanttree2Prunus:dominanttree3Fagus,0.004,-3.96,3.912,0.502,0.038,1.004,0.019,50.021
dominanttree1Salix:dominanttree2Prunus:dominanttree3Ilex,-0.003,-3.94,3.955,0.502,0.039,0.997,0.019,52.192
dominanttree1Salix:dominanttree2Prunus:dominanttree3Pinus,0.002,-3.941,3.967,0.501,0.039,1.002,0.019,52.81
dominanttree1Salix:dominanttree2Prunus:dominanttree3Quercus,-0.006,-3.942,3.894,0.506,0.039,0.994,0.019,49.11
dominanttree1Salix:dominanttree2Prunus:dominanttree3Rubus,-0.015,-3.987,4.011,0.502,0.038,0.985,0.019,55.195
dominanttree1Salix:dominanttree2Prunus:dominanttree3Sambucus,-0.003,-3.935,3.92,0.501,0.038,0.997,0.02,50.413
dominanttree1Salix:dominanttree2Quercus,0.189,-3.471,3.806,0.538,0.045,1.208,0.031,44.957
dominanttree1Salix:dominanttree2Quercus:dominanttree3Acer,0.206,-3.443,3.89,0.546,0.044,1.229,0.032,48.909
dominanttree1Salix:dominanttree2Quercus:dominanttree3Betula,-0.015,-3.847,3.917,0.505,0.042,0.985,0.021,50.23
dominanttree1Salix:dominanttree2Quercus:dominanttree3Eucalyptus,-0.001,-3.957,3.876,0.501,0.038,0.999,0.019,48.243
dominanttree1Salix:dominanttree2Quercus:dominanttree3Fagus,-0.007,-3.881,3.804,0.505,0.038,0.993,0.021,44.885
dominanttree1Salix:dominanttree2Quercus:dominanttree3Ilex,-0.018,-3.912,3.85,0.503,0.04,0.983,0.02,46.972
dominanttree1Salix:dominanttree2Quercus:dominanttree3Pinus,-0.003,-3.92,3.902,0.5,0.037,0.997,0.02,49.49
dominanttree1Salix:dominanttree2Quercus:dominanttree3Quercus,-0.006,-3.852,3.916,0.503,0.045,0.994,0.021,50.198
dominanttree1Salix:dominanttree2Quercus:dominanttree3Rubus,-0.009,-3.918,3.908,0.501,0.042,0.991,0.02,49.787
dominanttree1Salix:dominanttree2Quercus:dominanttree3Sambucus,0.006,-3.833,3.885,0.5,0.041,1.006,0.022,48.658
dominanttree1Salix:dominanttree3Acer,0.18,-3.426,3.723,0.537,0.043,1.198,0.033,41.374
dominanttree1Salix:dominanttree3Betula,0.002,-3.886,3.937,0.502,0.04,1.002,0.021,51.278
dominanttree1Salix:dominanttree3Eucalyptus,0.013,-3.921,4.02,0.501,0.038,1.013,0.02,55.697
dominanttree1Salix:dominanttree3Fagus,0.003,-3.949,3.933,0.503,0.04,1.003,0.019,51.036
dominanttree1Salix:dominanttree3Ilex,0.009,-3.927,3.951,0.503,0.041,1.009,0.02,51.99
